id,base_case_id,text,label,scam_type,severity,reason,evidence_span,recommended_action,risk_factor,harm_type,target_group,region_variant,noise_type,source,license,is_synthetic,privacy_level,split,source_url,context_style,quality_note
SELF_000244,SELF_SAFE_0004,"Bài đăng của tổ dân phố nhắc người dân cảnh giác với cuộc gọi tự xưng công an và không chuyển tiền theo hướng dẫn qua điện thoại. Nội dung là tuyên truyền phòng tránh, không phải yêu cầu thực hiện giao dịch.",SAFE,NONE,LOW,"Nội dung cảnh báo cộng đồng, không phải hành vi lừa đảo trực tiếp.",cảnh giác; không chuyển tiền; tuyên truyền phòng tránh,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,NORTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000245,SELF_SAFE_0005,"Tin nhắn từ người thân báo đã chuyển tiền mua thuốc cho mệ và hẹn chiều ghé qua. Người gửi dùng số điện thoại quen thuộc, không yêu cầu mệ gửi lại thông tin ngân hàng hay OTP. Nội dung mang tính thông báo sinh hoạt.",SAFE,NONE,LOW,"Có nhắc đến chuyển tiền nhưng ngữ cảnh an toàn, không yêu cầu người dùng chuyển ngược hoặc cung cấp mã.",đã chuyển tiền mua thuốc; không yêu cầu OTP,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,CENTRAL,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000246,SELF_SAFE_0006,"Bài chia sẻ trong nhóm gia đình kể rằng con cháu nhắc chú đi khám định kỳ. Nội dung chỉ có lịch hẹn, địa chỉ bệnh viện và lời dặn mang theo giấy tờ. Không có yêu cầu chuyển tiền, không có link lạ và không hỏi mã xác nhận.",SAFE,NONE,LOW,"Nội dung chăm sóc gia đình bình thường, không yêu cầu hành động rủi ro.",lịch hẹn; không yêu cầu chuyển tiền; không có link lạ,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,STANDARD,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000247,SELF_SAFE_0007,"Tin nhắn từ người thân báo đã chuyển tiền mua thuốc cho o và hẹn chiều ghé qua. Người gửi dùng số điện thoại quen thuộc, không yêu cầu o gửi lại thông tin ngân hàng hay OTP. Nội dung mang tính thông báo sinh hoạt.",SAFE,NONE,LOW,"Có nhắc đến chuyển tiền nhưng ngữ cảnh an toàn, không yêu cầu người dùng chuyển ngược hoặc cung cấp mã.",đã chuyển tiền mua thuốc; không yêu cầu OTP,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,CENTRAL,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000248,SELF_SAFE_0008,"Bài đăng của tổ dân phố nhắc người dân cảnh giác với cuộc gọi tự xưng công an và không chuyển tiền theo hướng dẫn qua điện thoại. Nội dung là tuyên truyền phòng tránh, không phải yêu cầu thực hiện giao dịch. Mã tình huống tham khảo: SELF_000248.",SAFE,NONE,LOW,"Nội dung cảnh báo cộng đồng, không phải hành vi lừa đảo trực tiếp.",cảnh giác; không chuyển tiền; tuyên truyền phòng tránh,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,STANDARD,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000249,SELF_SAFE_0009,"Bài chia sẻ trong nhóm gia đình kể rằng con cháu nhắc mệ đi khám định kỳ. Nội dung chỉ có lịch hẹn, địa chỉ bệnh viện và lời dặn mang theo giấy tờ. Không có yêu cầu chuyển tiền, không có link lạ và không hỏi mã xác nhận.",SAFE,NONE,LOW,"Nội dung chăm sóc gia đình bình thường, không yêu cầu hành động rủi ro.",lịch hẹn; không yêu cầu chuyển tiền; không có link lạ,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,CENTRAL,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000250,SELF_SAFE_0010,"Một thông báo ngân hàng nói hệ thống bảo trì vào ban đêm và khuyến cáo khách hàng không cung cấp OTP cho bất kỳ ai. Tin nhắn không có đường link đăng nhập, không yêu cầu gọi số lạ và không yêu cầu thao tác gấp.",SAFE,NONE,LOW,"Thông báo an toàn, còn có nội dung cảnh báo không cung cấp OTP.",bảo trì; không cung cấp OTP; không có đường link,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,SOUTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,train,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000251,SELF_SAFE_0011,"Bài chia sẻ trong nhóm gia đình kể rằng con cháu nhắc bác đi khám định kỳ. Nội dung chỉ có lịch hẹn, địa chỉ bệnh viện và lời dặn mang theo giấy tờ. Không có yêu cầu chuyển tiền, không có link lạ và không hỏi mã xác nhận.",SAFE,NONE,LOW,"Nội dung chăm sóc gia đình bình thường, không yêu cầu hành động rủi ro.",lịch hẹn; không yêu cầu chuyển tiền; không có link lạ,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,CENTRAL,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,train,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000252,SELF_SAFE_0012,"Một thông báo NH nói hệ thống bảo trì vào ban đêm và khuyến cáo khách hàng ko cung cấp OTP cho bất kỳ ai. Tin nhắn ko có link đăng nhập, ko yêu cầu gọi số lạ và ko yêu cầu thao tác gấp.",SAFE,NONE,LOW,"Thông báo an toàn, còn có nội dung cảnh báo không cung cấp OTP.",bảo trì; không cung cấp OTP; không có đường link,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,STANDARD,ABBREVIATION,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000253,SELF_SAFE_0013,"Tin nhắn từ người thân báo đã chuyển tiền mua thuốc cho cô và hẹn chiều ghé qua. Người gửi dùng số điện thoại quen thuộc, không yêu cầu cô gửi lại thông tin ngân hàng hay OTP. Nội dung mang tính thông báo sinh hoạt.",SAFE,NONE,LOW,"Có nhắc đến chuyển tiền nhưng ngữ cảnh an toàn, không yêu cầu người dùng chuyển ngược hoặc cung cấp mã.",đã chuyển tiền mua thuốc; không yêu cầu OTP,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,NORTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000254,SELF_SAFE_0014,"Tin nhắn của con cháu hỏi cô tối nay có muốn gọi video với cả nhà không. Cuộc trò chuyện chỉ xoay quanh chuyện ăn uống, sức khỏe và lịch sinh hoạt. Không có yêu cầu chuyển tiền hay cung cấp thông tin riêng tư.",SAFE,NONE,LOW,"Cuộc trò chuyện gia đình bình thường, không chứa dấu hiệu lừa đảo.",ăn uống; sức khỏe; không yêu cầu chuyển tiền,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,NORTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000255,SELF_SAFE_0015,"Tin nhắn của con cháu hỏi bác tối nay có muốn gọi video với cả nhà không. Cuộc trò chuyện chỉ xoay quanh chuyện ăn uống, sức khỏe và lịch sinh hoạt. Không có yêu cầu chuyển tiền hay cung cấp thông tin riêng tư.",SAFE,NONE,LOW,"Cuộc trò chuyện gia đình bình thường, không chứa dấu hiệu lừa đảo.",ăn uống; sức khỏe; không yêu cầu chuyển tiền,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,NORTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000256,SELF_SAFE_0016,"Bài chia sẻ trong nhóm gia đình kể rằng con cháu nhắc cô đi khám định kỳ. Nội dung chỉ có lịch hẹn, địa chỉ bệnh viện và lời dặn mang theo giấy tờ. Không có yêu cầu ck, ko có link lạ và ko hỏi mã xác nhận.",SAFE,NONE,LOW,"Nội dung chăm sóc gia đình bình thường, không yêu cầu hành động rủi ro.",lịch hẹn; không yêu cầu chuyển tiền; không có link lạ,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,SOUTH,ABBREVIATION,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000257,SELF_SAFE_0017,"Tin nhan cua con chau hoi co toi nay co muon goi video voi ca nha khong. Cuoc tro chuyen chi xoay quanh chuyen an uong, suc khoe va lich sinh hoat. Khong co yeu cau chuyen tien hay cung cap thong tin rieng tu.",SAFE,NONE,LOW,"Cuộc trò chuyện gia đình bình thường, không chứa dấu hiệu lừa đảo.",ăn uống; sức khỏe; không yêu cầu chuyển tiền,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,NORTH,TYPO,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000258,SELF_SAFE_0018,"Tin nhắn của con cháu hỏi cô tối nay có muốn gọi video với cả nhà ko. Cuộc trò chuyện chỉ xoay quanh chuyện ăn uống, sức khỏe và lịch sinh hoạt. Không có yêu cầu ck hay cung cấp thông tin riêng tư.",SAFE,NONE,LOW,"Cuộc trò chuyện gia đình bình thường, không chứa dấu hiệu lừa đảo.",ăn uống; sức khỏe; không yêu cầu chuyển tiền,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,STANDARD,ABBREVIATION,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000259,SELF_SAFE_0019,"Bài đăng của tổ dân phố nhắc người dân cảnh giác với cuộc gọi tự xưng công an và ko ck theo hướng dẫn qua điện thoại. Nội dung là tuyên truyền phòng tránh, ko phải yêu cầu thực hiện giao dịch.",SAFE,NONE,LOW,"Nội dung cảnh báo cộng đồng, không phải hành vi lừa đảo trực tiếp.",cảnh giác; không chuyển tiền; tuyên truyền phòng tránh,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,SOUTH,ABBREVIATION,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000260,SELF_SAFE_0020,"Người giao hàng nhắn cho chú rằng đơn hàng sẽ giao trong buổi chiều và nếu không tiện nhận thì có thể hẹn lại. Tin nhắn chỉ hỏi thời gian nhận hàng, không yêu cầu bấm link, trả phí hay cung cấp thông tin cá nhân.",SAFE,NONE,LOW,"Thông báo giao hàng bình thường, không chứa link lạ hoặc yêu cầu thanh toán bất thường.",hẹn lại thời gian nhận hàng; không yêu cầu bấm link,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,SOUTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,train,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000261,SELF_SAFE_0021,"Bài đăng của tổ dân phố nhắc người dân cảnh giác với cuộc gọi tự xưng công an và ko ck theo hướng dẫn qua điện thoại. Nội dung là tuyên truyền phòng tránh, ko phải yêu cầu thực hiện giao dịch. Mã tình huống tham khảo: SELF_000261.",SAFE,NONE,LOW,"Nội dung cảnh báo cộng đồng, không phải hành vi lừa đảo trực tiếp.",cảnh giác; không chuyển tiền; tuyên truyền phòng tránh,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,CENTRAL,ABBREVIATION,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000262,SELF_SAFE_0022,"Người giao hàng nhắn cho chú rằng đơn hàng sẽ giao trong buổi chiều và nếu không tiện nhận thì có thể hẹn lại. Tin nhắn chỉ hỏi thời gian nhận hàng, không yêu cầu bấm link, trả phí hay cung cấp thông tin cá nhân. Mã tình huống tham khảo: SELF_000262.",SAFE,NONE,LOW,"Thông báo giao hàng bình thường, không chứa link lạ hoặc yêu cầu thanh toán bất thường.",hẹn lại thời gian nhận hàng; không yêu cầu bấm link,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,NORTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000263,SELF_SAFE_0023,"Bai dang cua to dan pho nhac nguoi dan canh giac voi cuoc goi tu xung cong an va khong chuyen tien theo huong dan qua dien thoai. Noi dung la tuyen truyen phong tranh, khong phai yeu cau thuc hien giao dich.",SAFE,NONE,LOW,"Nội dung cảnh báo cộng đồng, không phải hành vi lừa đảo trực tiếp.",cảnh giác; không chuyển tiền; tuyên truyền phòng tránh,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,CENTRAL,NO_DIACRITICS,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000264,SELF_SAFE_0024,"Tin nhắn của con cháu hỏi ba tối nay có muốn gọi video với cả nhà không. Cuộc trò chuyện chỉ xoay quanh chuyện ăn uống, sức khỏe và lịch sinh hoạt. Không có yêu cầu chuyển tiền hay cung cấp thông tin riêng tư.",SAFE,NONE,LOW,"Cuộc trò chuyện gia đình bình thường, không chứa dấu hiệu lừa đảo.",ăn uống; sức khỏe; không yêu cầu chuyển tiền,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,SOUTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000265,SELF_SAFE_0025,"Mot thong bao ngan hang noi he thong bao tri vao ban dem va khuyen cao khach hang khong cung cap OTP cho bat ky ai. Tin nhan khong co duong link dang nhap, khong yeu cau goi so la va khong yeu cau thao tac gap.",SAFE,NONE,LOW,"Thông báo an toàn, còn có nội dung cảnh báo không cung cấp OTP.",bảo trì; không cung cấp OTP; không có đường link,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,CENTRAL,NO_DIACRITICS,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000266,SELF_SAFE_0026,"Nguoi giao hang nhan cho co rang don hang se giao trong buoi chieu va neu khong tien nhan thi co the hen lai. Tin nhan chi hoi thoi gian nhan hang, khong yeu cau bam link, tra phi hay cung cap thong tin ca nhan.",SAFE,NONE,LOW,"Thông báo giao hàng bình thường, không chứa link lạ hoặc yêu cầu thanh toán bất thường.",hẹn lại thời gian nhận hàng; không yêu cầu bấm link,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,STANDARD,TYPO,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000267,SELF_SAFE_0027,"Bai chia se trong nhom gia dinh ke rang con chau nhac bac di kham dinh ky. Noi dung chi co lich hen, dia chi benh vien va loi dan mang theo giay to. Khong co yeu cau chuyen tien, khong co link la va khong hoi ma xac nhan.",SAFE,NONE,LOW,"Nội dung chăm sóc gia đình bình thường, không yêu cầu hành động rủi ro.",lịch hẹn; không yêu cầu chuyển tiền; không có link lạ,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,CENTRAL,TYPO,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000268,SELF_SAFE_0028,"Tin nhắn của con cháu hỏi cô tối nay có muốn gọi video với cả nhà không. Cuộc trò chuyện chỉ xoay quanh chuyện ăn uống, sức khỏe và lịch sinh hoạt. Không có yêu cầu chuyển tiền hay cung cấp thông tin riêng tư. Mã tình huống tham khảo: SELF_000268.",SAFE,NONE,LOW,"Cuộc trò chuyện gia đình bình thường, không chứa dấu hiệu lừa đảo.",ăn uống; sức khỏe; không yêu cầu chuyển tiền,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,STANDARD,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000269,SELF_SAFE_0029,"Người giao hàng nhắn cho bác rằng đơn hàng sẽ giao trong buổi chiều và nếu không tiện nhận thì có thể hẹn lại. Tin nhắn chỉ hỏi thời gian nhận hàng, không yêu cầu bấm link, trả phí hay cung cấp thông tin cá nhân.",SAFE,NONE,LOW,"Thông báo giao hàng bình thường, không chứa link lạ hoặc yêu cầu thanh toán bất thường.",hẹn lại thời gian nhận hàng; không yêu cầu bấm link,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,NORTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000270,SELF_SAFE_0030,"Nguoi giao hang nhan cho chu rang don hang se giao trong buoi chieu va neu khong tien nhan thi co the hen lai. Tin nhan chi hoi thoi gian nhan hang, khong yeu cau bam link, tra phi hay cung cap thong tin ca nhan.",SAFE,NONE,LOW,"Thông báo giao hàng bình thường, không chứa link lạ hoặc yêu cầu thanh toán bất thường.",hẹn lại thời gian nhận hàng; không yêu cầu bấm link,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,STANDARD,NO_DIACRITICS,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000271,SELF_SAFE_0031,"Tin nhắn từ người thân báo đã chuyển tiền mua thuốc cho mệ và hẹn chiều ghé qua. Người gửi dùng số điện thoại quen thuộc, không yêu cầu mệ gửi lại thông tin ngân hàng hay OTP. Nội dung mang tính thông báo sinh hoạt. Mã tình huống tham khảo: SELF_000271.",SAFE,NONE,LOW,"Có nhắc đến chuyển tiền nhưng ngữ cảnh an toàn, không yêu cầu người dùng chuyển ngược hoặc cung cấp mã.",đã chuyển tiền mua thuốc; không yêu cầu OTP,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,CENTRAL,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000272,SELF_SAFE_0032,"Tin nhắn của con cháu hỏi ba tối nay có muốn gọi video với cả nhà không. Cuộc trò chuyện chỉ xoay quanh chuyện ăn uống, sức khỏe và lịch sinh hoạt. Không có yêu cầu chuyển tiền hay cung cấp thông tin riêng tư. Mã tình huống tham khảo: SELF_000272.",SAFE,NONE,LOW,"Cuộc trò chuyện gia đình bình thường, không chứa dấu hiệu lừa đảo.",ăn uống; sức khỏe; không yêu cầu chuyển tiền,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,SOUTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000273,SELF_SAFE_0033,"Tin nhắn của con cháu hỏi bác tối nay có muốn gọi video với cả nhà không. Cuộc trò chuyện chỉ xoay quanh chuyện ăn uống, sức khỏe và lịch sinh hoạt. Không có yêu cầu chuyển tiền hay cung cấp thông tin riêng tư. Mã tình huống tham khảo: SELF_000273.",SAFE,NONE,LOW,"Cuộc trò chuyện gia đình bình thường, không chứa dấu hiệu lừa đảo.",ăn uống; sức khỏe; không yêu cầu chuyển tiền,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,STANDARD,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000274,SELF_SAFE_0034,"Bài chia sẻ trong nhóm gia đình kể rằng con cháu nhắc chú đi khám định kỳ. Nội dung chỉ có lịch hẹn, địa chỉ bệnh viện và lời dặn mang theo giấy tờ. Không có yêu cầu chuyển tiền, không có link lạ và không hỏi mã xác nhận. Mã tình huống tham khảo: SELF_000274.",SAFE,NONE,LOW,"Nội dung chăm sóc gia đình bình thường, không yêu cầu hành động rủi ro.",lịch hẹn; không yêu cầu chuyển tiền; không có link lạ,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,STANDARD,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000275,SELF_SAFE_0035,"Bài chia sẻ trong nhóm gia đình kể rằng con cháu nhắc bác đi khám định kỳ. Nội dung chỉ có lịch hẹn, địa chỉ bệnh viện và lời dặn mang theo giấy tờ. Không có yêu cầu chuyển tiền, không có link lạ và không hỏi mã xác nhận. Mã tình huống tham khảo: SELF_000275.",SAFE,NONE,LOW,"Nội dung chăm sóc gia đình bình thường, không yêu cầu hành động rủi ro.",lịch hẹn; không yêu cầu chuyển tiền; không có link lạ,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,NORTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000276,SELF_SAFE_0036,"Bài đăng của tổ dân phố nhắc người dân cảnh giác với cuộc gọi tự xưng công an và không chuyển tiền theo hướng dẫn qua điện thoại. Nội dung là tuyên truyền phòng tránh, không phải yêu cầu thực hiện giao dịch. Mã tình huống tham khảo: SELF_000276.",SAFE,NONE,LOW,"Nội dung cảnh báo cộng đồng, không phải hành vi lừa đảo trực tiếp.",cảnh giác; không chuyển tiền; tuyên truyền phòng tránh,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,SOUTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000277,SELF_SAFE_0037,"Một thông báo ngân hàng nói hệ thống bảo trì vào ban đêm và khuyến cáo khách hàng không cung cấp OTP cho bất kỳ ai. Tin nhắn không có đường link đăng nhập, không yêu cầu gọi số lạ và không yêu cầu thao tác gấp. Mã tình huống tham khảo: SELF_000277.",SAFE,NONE,LOW,"Thông báo an toàn, còn có nội dung cảnh báo không cung cấp OTP.",bảo trì; không cung cấp OTP; không có đường link,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,NORTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000278,SELF_SAFE_0038,"Tin nhắn từ người thân báo đã chuyển tiền mua thuốc cho bác và hẹn chiều ghé qua. Người gửi dùng số điện thoại quen thuộc, không yêu cầu bác gửi lại thông tin ngân hàng hay OTP. Nội dung mang tính thông báo sinh hoạt. Mã tình huống tham khảo: SELF_000278.",SAFE,NONE,LOW,"Có nhắc đến chuyển tiền nhưng ngữ cảnh an toàn, không yêu cầu người dùng chuyển ngược hoặc cung cấp mã.",đã chuyển tiền mua thuốc; không yêu cầu OTP,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,STANDARD,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
SELF_000279,SELF_SAFE_0039,"Tin nhắn của con cháu hỏi chú tối nay có muốn gọi video với cả nhà không. Cuộc trò chuyện chỉ xoay quanh chuyện ăn uống, sức khỏe và lịch sinh hoạt. Không có yêu cầu chuyển tiền hay cung cấp thông tin riêng tư.",SAFE,NONE,LOW,"Cuộc trò chuyện gia đình bình thường, không chứa dấu hiệu lừa đảo.",ăn uống; sức khỏe; không yêu cầu chuyển tiền,"Không cần cảnh báo mạnh. Có thể tiếp tục trò chuyện bình thường, nhưng vẫn nhắc người dùng không chia sẻ OTP nếu cần.",none,none,general,NORTH,NONE,self_created_long_context_hard_negative,self-created,true,no_pii,valid,self-created,SAFE_LONG_CONTEXT,Safe/hard-negative long context; useful to reduce false positives.
